sample_id_canonical	assembly_accession	country	year	source_database	assembly_level	n_contigs	total_sequence_length	gc_percent	contig_n50
SAMN44590274	GCA_050979415.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3821954	68.0	22297
SAMN44590273	GCA_050979485.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3821069	68.0	22297
SAMN44590272	GCA_050979525.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3818337	68.0	22297
SAMN44590271	GCA_050979565.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3818050	68.0	22297
SAMN44590270	GCA_050979585.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3816816	68.0	22296
SAMN44590269	GCA_050979645.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821283	68.0	22297
SAMN44590268	GCA_050979685.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	320	3924249	67.5	20869
SAMN44590266	GCA_050979705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3806973	68.0	22297
SAMN44590267	GCA_050979725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3821666	68.0	22297
SAMN44590264	GCA_050979785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3822029	68.0	21088
SAMN44590265	GCA_050979805.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3821114	68.0	22297
SAMN44590263	GCA_050979825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	278	3821774	68.0	21088
SAMN44590262	GCA_050979885.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821680	68.0	22297
SAMN44590260	GCA_050979925.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	279	3822073	68.0	22297
SAMN44590261	GCA_050979945.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3821413	68.0	22296
SAMN44590259	GCA_050980005.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3821544	68.0	22297
SAMN44590257	GCA_050980045.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3818252	68.0	22297
SAMN44590258	GCA_050980065.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3820821	68.0	22297
SAMN44590256	GCA_050980125.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821758	68.0	22297
SAMN44590255	GCA_050980135.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3820846	68.0	22297
SAMN44590254	GCA_050980165.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3820253	68.0	22297
SAMN44590253	GCA_050980205.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821384	68.0	22297
SAMN44590252	GCA_050980245.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	277	3821715	68.0	22297
SAMN44590251	GCA_050980285.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3820842	68.0	22297
SAMN44590249	GCA_050980325.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	278	3829577	68.0	22297
SAMN44590248	GCA_050980345.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3821117	68.0	22297
SAMN44590250	GCA_050980355.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	280	3822415	68.0	22299
SAMN44590247	GCA_050980425.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3822665	68.0	22297
SAMN44590246	GCA_050980465.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3824111	68.0	22297
SAMN44590245	GCA_050980485.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3822286	68.0	22297
SAMN44590243	GCA_050980555.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3822892	68.0	22444
SAMN44590242	GCA_050980565.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3822303	68.0	22296
SAMN44590244	GCA_050980575.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3823519	68.0	22297
SAMN44590239	GCA_050980685.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3823653	68.0	22298
SAMN44590241	GCA_050980705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	272	3820453	68.0	22297
SAMN44590240	GCA_050980725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3822145	68.0	22297
SAMN44590238	GCA_050980765.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	272	3821557	68.0	22297
SAMN44590237	GCA_050980785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3824172	68.0	22297
SAMN44590236	GCA_050980845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3825515	68.0	22297
SAMN44590235	GCA_050980885.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	277	3822248	68.0	22297
SAMN44590234	GCA_050980905.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3822794	68.0	22297
SAMN44590231	GCA_050980965.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3822181	68.0	22297
SAMN44590233	GCA_050980975.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3821742	68.0	22297
SAMN44590232	GCA_050981025.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3821069	68.0	22297
SAMN44590229	GCA_050981085.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	289	3834181	68.0	22297
SAMN44590228	GCA_050981105.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3821682	68.0	22297
SAMN44590230	GCA_050981125.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3822041	68.0	22297
SAMN44590227	GCA_050981165.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	277	3823169	68.0	21088
SAMN44590225	GCA_050981225.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	271	3821031	68.0	22297
SAMN44590226	GCA_050981245.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3822380	68.0	22297
SAMN44590224	GCA_050981285.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3821562	68.0	22297
SAMN44590222	GCA_050981295.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3821687	68.0	22297
SAMN44590223	GCA_050981345.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3822809	68.0	22297
SAMN44590221	GCA_050981405.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3822494	68.0	22297
SAMN44590220	GCA_050981425.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3821274	68.0	22297
SAMN44590219	GCA_050981465.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3821361	68.0	22297
SAMN44590218	GCA_050981505.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	275	3822348	68.0	22297
SAMN44590216	GCA_050981545.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3822085	68.0	22444
SAMN44590217	GCA_050981565.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	274	3822078	68.0	22297
SAMN44590215	GCA_050981635.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3822727	68.0	22297
SAMN44590214	GCA_050981645.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3821920	68.0	22296
SAMN44590212	GCA_050984665.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	275	3821358	68.0	22297
SAMN44590213	GCA_050984685.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	301	3842385	68.0	22296
SAMN44590211	GCA_050984705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	281	3825700	68.0	22297
SAMN44590210	GCA_050984725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3822107	68.0	22297
SAMN44590209	GCA_050984745.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	290	3833048	68.0	22297
SAMN44590208	GCA_050984765.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3821151	68.0	22297
SAMN44590207	GCA_050984785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3821959	68.0	22297
SAMN44590206	GCA_050984805.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	271	3821405	68.0	22297
SAMN44590205	GCA_050984825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3821363	68.0	22297
SAMN44590204	GCA_050984845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3822620	68.0	21089
SAMN44590203	GCA_050984865.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	279	3835753	68.0	22296
SAMN44590315	GCA_051042995.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	277	3820982	68.0	22297
SAMN19416305	GCA_052058455.1	India	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109541	67.5	4109541
SAMN50777173	GCA_052491735.1	USA	2025.0	SOURCE_DATABASE_GENBANK	Contig	5	4115881	67.5	4109511
SAMN50152111	GCA_053470445.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	259	3829538	68.0	22486
SAMN50152110	GCA_053470485.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	259	3827753	68.0	22486
SAMN50152109	GCA_053470505.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	265	3827696	68.0	21132
SAMN50152108	GCA_053470525.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	261	3828112	68.0	21206
SAMN50152107	GCA_053470545.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	262	3831224	68.0	21132
SAMN50152106	GCA_053470565.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	258	3831196	68.0	22951
SAMN50152105	GCA_053470585.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	259	3829240	68.0	22486
SAMN50152104	GCA_053470605.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	264	3828512	68.0	21206
SAMN50152103	GCA_053470625.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	261	3829285	68.0	21132
SAMN50152102	GCA_053470645.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	278	3825120	68.0	20270
SAMN50152101	GCA_053470665.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	285	3824545	68.0	19938
SAMN50152100	GCA_053470685.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	283	3824931	68.0	20270
SAMN50152099	GCA_053470705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	281	3825421	68.0	20270
SAMN50152098	GCA_053470725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	282	3823814	68.0	20270
SAMN50152097	GCA_053470745.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	278	3825764	68.0	20270
SAMN50152096	GCA_053470765.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	283	3825548	68.0	20139
SAMN50152095	GCA_053471725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	281	3823999	68.0	20409
SAMN50152093	GCA_053471745.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3826492	68.0	20647
SAMN50152094	GCA_053471765.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	274	3826484	68.0	20802
SAMN50152092	GCA_053471785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3826033	68.0	20556
SAMN50152091	GCA_053471805.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3827650	68.0	20647
SAMN50152090	GCA_053471825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3826919	68.0	20647
SAMN50152089	GCA_053471845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3827414	68.0	20802
SAMN50152087	GCA_053471865.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3825227	68.0	21132
SAMN50152086	GCA_053471885.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	275	3826697	68.0	20659
SAMN50152085	GCA_053471905.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3828755	68.0	20647
SAMN50152084	GCA_053471925.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	270	3828689	68.0	20802
SAMN50152083	GCA_053471945.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	275	3828480	68.0	20647
SAMN50152082	GCA_053471965.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3828313	68.0	20802
SAMN50152081	GCA_053471985.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3828536	68.0	20802
SAMN50152079	GCA_053472005.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3827484	68.0	20647
SAMN50152080	GCA_053472025.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	270	3828849	68.0	20647
SAMN50152078	GCA_053472045.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	275	3826002	68.0	20647
SAMN50152077	GCA_053472065.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3827311	68.0	20647
SAMN50152076	GCA_053472085.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	270	3828038	68.0	20647
SAMN50152075	GCA_053472105.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	270	3827209	68.0	21132
SAMN50152073	GCA_053472125.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	268	3828664	68.0	20913
SAMN50152074	GCA_053472145.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	268	3824271	68.0	20802
SAMN50152072	GCA_053472165.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3827323	68.0	20579
SAMN50152071	GCA_053472185.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3827762	68.0	21132
SAMN50152069	GCA_053472205.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	297	3820293	68.0	19523
SAMN50152068	GCA_053472225.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	289	3823407	68.0	20270
SAMN50152067	GCA_053472245.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	290	3824041	68.0	20270
SAMN50152066	GCA_053472265.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	286	3821753	68.0	20215
SAMN50152065	GCA_053472285.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	287	3821264	68.0	20270
SAMN50152064	GCA_053472305.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	285	3822221	68.0	20215
SAMN50152063	GCA_053472325.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	260	3829054	68.0	22486
SAMN50152062	GCA_053472345.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	262	3829861	68.0	22486
SAMN50152061	GCA_053472365.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	259	3829528	68.0	22486
SAMN50152060	GCA_053472385.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	259	3828933	68.0	22486
SAMN50152059	GCA_053472405.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	257	3830143	68.0	22951
SAMN50152058	GCA_053472425.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	259	3828953	68.0	22486
SAMN50152057	GCA_053472445.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	260	3828695	68.0	22486
SAMN50152054	GCA_053472465.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	261	3829658	68.0	22486
SAMN50152055	GCA_053472485.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	260	3829051	68.0	22487
SAMN50152056	GCA_053472505.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	261	3829730	68.0	22486
SAMN50152053	GCA_053472525.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	287	3822418	68.0	20545
SAMN50152051	GCA_053472545.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	293	3821060	68.0	20215
SAMN50152052	GCA_053472565.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	297	3820927	68.0	19552
SAMN50152050	GCA_053472585.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	289	3820519	68.0	19803
SAMN50152049	GCA_053472595.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	295	3822224	68.0	19552
SAMN50152048	GCA_053472625.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	291	3821457	68.0	20215
SAMN50152046	GCA_053472645.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	284	3823813	68.0	20408
SAMN50152047	GCA_053472665.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	280	3825072	68.0	20546
SAMN50152045	GCA_053472685.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	281	3823786	68.0	20408
SAMN50152043	GCA_053472705.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	290	3821077	68.0	20215
SAMN50152041	GCA_053472725.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	300	3820977	68.0	19552
SAMN50152042	GCA_053472745.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	276	3823989	68.0	20559
SAMN50152040	GCA_053472765.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	304	3821503	68.0	19353
SAMN50152039	GCA_053472785.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	298	3821888	68.0	19203
SAMN50152038	GCA_053472805.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	282	3821974	68.0	20404
SAMN50152037	GCA_053472825.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	292	3822070	68.0	20215
SAMN50152036	GCA_053472845.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	281	3824700	68.0	20540
SAMN50152035	GCA_053472865.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	283	3824571	68.0	20647
SAMN50152034	GCA_053472885.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	287	3822604	68.0	20215
SAMN50152033	GCA_053472905.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	289	3822874	68.0	20408
SAMN50152032	GCA_053472925.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	290	3811154	68.0	19814
SAMN50152031	GCA_053472945.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	288	3821642	68.0	20270
SAMN50152030	GCA_053472965.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	283	3822989	68.0	20270
SAMN50152029	GCA_053472985.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	281	3822221	68.0	20562
SAMN50152028	GCA_053473005.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	281	3822305	68.0	20408
SAMN50152027	GCA_053473025.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	284	3822191	68.0	20270
SAMN50152026	GCA_053473045.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	277	3823596	68.0	20546
SAMN50152025	GCA_053473065.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	296	3818090	68.0	19069
SAMN50152024	GCA_053473085.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	263	3827718	68.0	21132
SAMN50152023	GCA_053473105.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	265	3828315	68.0	21132
SAMN50152022	GCA_053473125.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	259	3829429	68.0	22341
SAMN50152021	GCA_053473145.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	259	3829744	68.0	22341
SAMN50152019	GCA_053473165.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	264	3846736	68.0	21132
SAMN50152020	GCA_053473185.1	China	2022.0	SOURCE_DATABASE_GENBANK	Contig	259	3829603	68.0	22487
SAMN50152017	GCA_053473205.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	264	3828142	68.0	20913
SAMN50152018	GCA_053473225.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	262	3828022	68.0	22486
SAMN50152016	GCA_053473245.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	284	3842833	68.0	20203
SAMN50152014	GCA_053473265.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	278	3826245	68.0	20215
SAMN50152015	GCA_053473285.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	278	3826553	68.0	20268
SAMN50152013	GCA_053473305.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	281	3826720	68.0	20270
SAMN50152012	GCA_053473325.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	282	3825932	68.0	20215
SAMN50152010	GCA_053473345.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	264	3826838	68.0	21132
SAMN50152011	GCA_053473365.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	285	3839213	68.0	19804
SAMN50152009	GCA_053473385.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	266	3827826	68.0	21132
SAMN50152008	GCA_053473405.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	266	3827616	68.0	20913
SAMN50152007	GCA_053473425.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	266	3826875	68.0	20913
SAMN50152006	GCA_053473445.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	266	3827763	68.0	20913
SAMN50152005	GCA_053473465.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	261	3828381	68.0	22951
SAMN50152004	GCA_053473485.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	266	3827053	68.0	21132
SAMN50152002	GCA_053473505.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	270	3828493	68.0	20914
SAMN50152003	GCA_053473525.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	267	3826307	68.0	20913
SAMN50152001	GCA_053473545.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	264	3827354	68.0	21132
SAMN50152000	GCA_053473565.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	268	3826546	68.0	20913
SAMN50151999	GCA_053473585.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	263	3827363	68.0	22341
SAMN50151998	GCA_053473605.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	266	3826579	68.0	20913
SAMN50151997	GCA_053473625.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	263	3827603	68.0	22341
SAMN50151996	GCA_053473645.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	263	3827509	68.0	22486
SAMN50151995	GCA_053473665.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	267	3827069	68.0	20802
SAMN50151994	GCA_053473685.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	266	3826935	68.0	21132
SAMN50151993	GCA_053473705.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	265	3827077	68.0	20913
SAMN50151992	GCA_053473725.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	263	3827930	68.0	22341
SAMN50151991	GCA_053473745.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	261	3828479	68.0	21132
SAMN50151990	GCA_053473765.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	266	3827467	68.0	20913
SAMN50151989	GCA_053473785.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	259	3828309	68.0	22486
SAMN50151988	GCA_053473805.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	262	3827720	68.0	22486
SAMN50151987	GCA_053473825.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	265	3827991	68.0	21132
SAMN50151986	GCA_053473845.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	265	3827640	68.0	20913
SAMN50151985	GCA_053473865.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	262	3828404	68.0	22341
SAMN50151984	GCA_053473885.1	China	2021.0	SOURCE_DATABASE_GENBANK	Contig	270	3844267	68.0	20811
SAMN50151983	GCA_053473905.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	263	3846996	68.0	21132
SAMN50151982	GCA_053473925.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	270	3845239	68.0	20811
SAMN50151981	GCA_053473945.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	264	3846745	68.0	21132
SAMN50151980	GCA_053473965.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	265	3845834	68.0	21132
SAMN50151979	GCA_053473985.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	269	3845334	68.0	20832
SAMN50151978	GCA_053474005.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	271	3844494	68.0	20811
SAMN50151977	GCA_053474025.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	262	3828616	68.0	21132
SAMN50151976	GCA_053474045.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3845189	68.0	20811
SAMN50151975	GCA_053474065.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	264	3846430	68.0	21132
SAMN50151974	GCA_053474085.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3845305	68.0	20913
SAMN50151973	GCA_053474105.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	261	3827980	68.0	22485
SAMN50151972	GCA_053474125.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3844691	68.0	20811
SAMN50151970	GCA_053474145.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	270	3826719	68.0	20647
SAMN50151971	GCA_053474165.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	272	3843751	68.0	20404
SAMN50151969	GCA_053474185.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3827021	68.0	20914
SAMN50151967	GCA_053474205.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	270	3826218	68.0	20914
SAMN50151968	GCA_053474225.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	271	3845745	68.0	20811
SAMN50151966	GCA_053474245.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3827211	68.0	20914
SAMN50151965	GCA_053474265.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	264	3828118	68.0	22341
SAMN50151964	GCA_053474285.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	264	3827350	68.0	21132
SAMN50151963	GCA_053474305.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	263	3827268	68.0	21132
SAMN50151961	GCA_053474325.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	262	3826774	68.0	22339
SAMN50151962	GCA_053474345.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	265	3827197	68.0	21132
SAMN50151960	GCA_053474365.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3827351	68.0	20914
SAMN50151959	GCA_053474385.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	269	3839390	68.0	20647
SAMN50151958	GCA_053474405.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	265	3827506	68.0	20913
SAMN50151956	GCA_053474425.1	China	2018.0	SOURCE_DATABASE_GENBANK	Contig	268	3826555	68.0	20913
SAMN50151957	GCA_053474445.1	China	2018.0	SOURCE_DATABASE_GENBANK	Contig	268	3827225	68.0	20647
SAMN50151955	GCA_053474465.1	China	2018.0	SOURCE_DATABASE_GENBANK	Contig	268	3827235	68.0	20913
SAMN50151953	GCA_053474485.1	China	2018.0	SOURCE_DATABASE_GENBANK	Contig	273	3845188	68.0	20215
