biosample_accession	current_accession	genome_fasta_path	resolved_genome_fasta_path	country	year	mlst_st	marker_status_bapC	marker_status_brkA	marker_status_fhaB	marker_status_phg	marker_status_sphB1	marker_status_tcfA	marker_status_vag8	marker_pident_bapC	marker_pident_brkA	marker_pident_fhaB	marker_pident_phg	marker_pident_sphB1	marker_pident_tcfA	marker_pident_vag8	marker_qcov_bapC	marker_qcov_brkA	marker_qcov_fhaB	marker_qcov_phg	marker_qcov_sphB1	marker_qcov_tcfA	marker_qcov_vag8	marker_len_bapC	marker_len_brkA	marker_len_fhaB	marker_len_phg	marker_len_sphB1	marker_len_tcfA	marker_len_vag8	marker_bapC	marker_brkA	marker_fhaB	marker_phg	marker_sphB1	marker_tcfA	marker_vag8	pseudo_control_loci_scanned
SAMN14488213	GCA_030254305.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254305.1/GCA_030254305.1_ASM3025430v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254305.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488208	GCA_030254325.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254325.1/GCA_030254325.1_ASM3025432v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254325.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488204	GCA_030254345.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254345.1/GCA_030254345.1_ASM3025434v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254345.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	99.95	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	0b94759daba58cc4b441f2ceef29ef22	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488199	GCA_030254365.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254365.1/GCA_030254365.1_ASM3025436v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254365.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488194	GCA_030254385.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254385.1/GCA_030254385.1_ASM3025438v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254385.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488187	GCA_030254405.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254405.1/GCA_030254405.1_ASM3025440v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254405.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488186	GCA_030254425.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254425.1/GCA_030254425.1_ASM3025442v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254425.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	99.99	100.00	99.96	100.00	100.00	100.03	100.00	100.01	100.00	100.00	100.00	100.00	2988	3033	10774	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	9e5832b3affae57020119a95a1f88965	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488178	GCA_030254445.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254445.1/GCA_030254445.1_ASM3025444v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254445.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488172	GCA_030254465.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254465.1/GCA_030254465.1_ASM3025446v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254465.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488166	GCA_030254485.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254485.1/GCA_030254485.1_ASM3025448v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254485.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488162	GCA_030254505.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254505.1/GCA_030254505.1_ASM3025450v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254505.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN13699977	GCA_030254525.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254525.1/GCA_030254525.1_ASM3025452v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254525.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN13699890	GCA_030254545.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254545.1/GCA_030254545.1_ASM3025454v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254545.1.fasta	USA	2019	83	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN13699885	GCA_030254565.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254565.1/GCA_030254565.1_ASM3025456v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254565.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12589506	GCA_030254585.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254585.1/GCA_030254585.1_ASM3025458v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254585.1.fasta	USA	2017	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12589504	GCA_030254605.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254605.1/GCA_030254605.1_ASM3025460v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254605.1.fasta	USA	2017	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN42490576	GCA_040969985.1	../bp_genomes_qc/ncbi_dataset/data/GCA_040969985.1/GCA_040969985.1_IHUBpe_Mars1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_040969985.1.fasta	France	2024	2	ok	ok	ok	ok	ok	ok	ok	99.70	99.97	99.94	100.00	99.96	99.90	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2978	3032	10768	1257	2796	1942	2747	31bb2cbcc0faca0a4641dbff84d8c47c	7dd8650ec758b221b76d11910980ec00	65a32b8f428bfe265ce608bffccfb0de	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	122979a0a2fd42c6559e3734bc7fa6eb	42a7b711f7eda8b9099d28b5d10a9405	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN24719541	GCA_042465105.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465105.1/GCA_042465105.1_ASM4246510v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465105.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN24719540	GCA_042465115.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465115.1/GCA_042465115.1_ASM4246511v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465115.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620824	GCA_042465125.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465125.1/GCA_042465125.1_ASM4246512v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465125.1.fasta	USA	2020	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620823	GCA_042465135.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465135.1/GCA_042465135.1_ASM4246513v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465135.1.fasta	USA	2020	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620822	GCA_042465145.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465145.1/GCA_042465145.1_ASM4246514v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465145.1.fasta	USA	2020	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620820	GCA_042465155.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465155.1/GCA_042465155.1_ASM4246515v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465155.1.fasta	USA	2020	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620764	GCA_042465165.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465165.1/GCA_042465165.1_ASM4246516v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465165.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620763	GCA_042465175.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465175.1/GCA_042465175.1_ASM4246517v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465175.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620762	GCA_042465185.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465185.1/GCA_042465185.1_ASM4246518v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465185.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620761	GCA_042465195.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465195.1/GCA_042465195.1_ASM4246519v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465195.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620760	GCA_042465205.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465205.1/GCA_042465205.1_ASM4246520v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465205.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620759	GCA_042465215.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465215.1/GCA_042465215.1_ASM4246521v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465215.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620758	GCA_042465225.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465225.1/GCA_042465225.1_ASM4246522v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465225.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620757	GCA_042465235.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465235.1/GCA_042465235.1_ASM4246523v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465235.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.87	100.00	100.00	100.00	99.96	100.00	100.00	100.13	100.00	100.00	100.00	100.00	100.00	100.00	2991	3033	10773	1257	2796	1944	2748	f1c829207db136c3d65aaff8fdb170e2	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN18620756	GCA_042465245.1	../bp_genomes_qc/ncbi_dataset/data/GCA_042465245.1/GCA_042465245.1_ASM4246524v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_042465245.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
